video_id,title,channel_name,tanggal,author,message,label,komentar_clean,predicted_label
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.016.814.710,Nonamulya322,"SKAK MAT, beneran 🎉",0,"skak mat , beneran",0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,Komangp6T5v,a x 𝐋 𝟩 𝟽 7menyediakan pengalaman daring mudah repot .,1,a x 𝐋 𝟩 𝟽 7menyediakan pengalaman daring mudah repot .,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.412.238.323.360,NaylorChris-o1q,Keren 🇮🇩👍🏼. gas di mari kak 𝐒𝐆𝐈𝟖𝟖,1,keren . gas di mari kak 𝐒𝐆𝐈𝟖𝟖,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.379.977.071.090,AqilaZahra-t7t,19 jt mana ??,0,19 jt mana ? ?,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.967.107.575,abibmis,Bilal astaga bilal. Makin gede aja 😂,0,bilal astaga bilal . gede aja,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,173.995.421.828.159,DermanAli-v3h,Saya depo barusan 3x dan wdnya sudah 7 kali di mandalika77,1,depo barusan 3x wdnya 7 kali mandalika77,1
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,SarahONjXi,"keberuntungan bener-bener gacir 𝘋о𝙍a𝟩𝟩 , nggak nyangka !",1,"keberuntungan bener-bener gacir 𝘋о𝙍a𝟩𝟩 , nggak nyangka !",1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,terrellmicahjanssen-h1m,semangat bang konten nya salam 𝐒𝐆𝐈𝟖𝟖 ! gampang jepe,1,semangat bang konten nya salam 𝐒𝐆𝐈𝟖𝟖 ! gampang jepe,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.774.296.310.810,ros8774,"tes parkir bang
masuk basement",0,tes parkir bang masuk basement,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.020.700.230,Lana.nst_01,Bagus beli mobil,0,bagus beli mobil,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.363.000.300,adinanurimani2040,1:24:29 ekonomi menengah gimana pa.,0,1:24:29 ekonomi menengah gimana pa .,0
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,FajarNugraha-v1x,"wede 50jt cepet banget prosesnya , 𝘼𝙇𝙀𝙓𝙄𝙎17",1,"wede 50jt cepet banget prosesnya , 𝘼𝙇𝙀𝙓𝙄𝙎17",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.764.751.660,guntursyawal1559,3:13:46 pak jokowi sudah mulai bekerja🤨,0,3:13:46 pak jokowi sudah mulai bekerja,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.043.534.140,PecintaTimnas-w3c,"😂hp yg di beli ishowspeed kmren ,hp lipat canggih china",0,"hp yg di beli ishowspeed kmren , hp lipat canggih china",0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.898.851.740,LelahBaldwin-s1i,Saatnya bersinar bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 1:16,1,bersinar m𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 1:16,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.764.755.860,songantv961,Ini yg komen banyak buzzer gk ya?,0,ini yg komen banyak buzzer gk ya ?,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,YogaSanjaya-l1d,gak pusing mikirin biaya nikah kalo udah join alexis17 .,1,gak pusing mikirin biaya nikah kalo udah join alexis17 .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,NZL_14,heran komenan alexis17 dah,1,heran komenan alexis17 dah,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.433.764.979,NabilSaudiaa,emg nol kapasitas nya bang,0,emg nol kapasitas nya bang,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MayaHidayat-o9v,"alexis17 emang top , gak ngecewain .",1,"alexis17 emang top , gak ngecewain .",1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,ChungPak-r2t,"salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe , sehat",1,"salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe , sehat",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.419.583.219.770,dikyrudianto4214,Wapres taek,0,wapres taek,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.808.013.800,lockup-f9b,Mantap Gasss 😂,0,mantap gasss,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,fabiantomi-y2r,"a l e x i s 1 7 bikin ketagihan , pengen main pastinya menang !",1,"a l e x i s 1 7 bikin ketagihan , pengen main pastinya menang !",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,BashamAdrienne-w8q,0:02 keren weton88 terbaik menang mudah,1,0:02 keren weton88 terbaik menang mudah,1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.181.234.520,tjiangxufu1448,Road noise mengganggu di Video,0,road noise mengganggu di video,0
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,Geriafrtf,hasil positif 𝐷𝐎яa𝟳𝟽 membantu menyelesaikan kewajiban finansial .,1,hasil positif 𝐷𝐎яa𝟳𝟽 membantu menyelesaikan kewajiban finansial .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.398.247.369.200,saddamhusein8440,Mending samsung young atau gk Samsung champ,0,mending samsung young atau gk samsung champ,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.669.625.780,mrizkya_19,Dipo Gymkhana MODE 🔥,0,dipo gymkhana mode,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,RahmaY9tcI,modal tambahan 𝐷оrа𝟩𝟳 membantu usaha .,1,modal tambahan 𝐷оrа𝟩𝟳 membantu usaha .,1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,nyanawasita-o2f1m,alexis'17 maen hoki,1,alexis'17 maen hoki,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.271.950.400,FaridDjokodi-l4r,Saya salut juga sama anda yg paling mengerti dgn persoalan bangsa,0,saya salut juga sama anda yg paling mengerti dgn persoalan bangsa,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.689.531.294.260,AnandaaAnanda-g3h,10:12 masa pada ngga tau ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ ?? gas ngga sih,1,10:12 ngga tau ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ ? ? gas ngga sih,1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Nengahul6pZ,"happy banget main d𝙊яa 𝟩𝟽 , menangnya !",1,"happy banget main d𝙊яa 𝟩𝟽 , menangnya !",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.647.631.650,nibirsaha5947,Langsung ke 𝙿 𝚄 𝙻 𝙰 𝚄 𝚆 𝙸 𝙽 🎮,1,langsung ke 𝙿 𝚄 𝙻 𝙰 𝚄 𝚆 𝙸 𝙽,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.843.920.090,AndiWijaya-f7o6w,"Baru sebulan main ALEXIS⭐17⭐, gue udah bisa DP apartemen!",1,"baru sebulan main alexis17 , gue udah bisa dp apartemen !",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.412.378.097.240,ikhsansrinuryanto9678,Login dislek keluar😂,0,login dislek keluar,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.307.590,AysenMuhammet,Dukungan pelanggan di ᴘᴜʟᴀᴜ𝟽𝟽𝟽 sangat membantu.,1,dukungan pelanggan ᴘᴜʟᴀᴜ𝟽𝟽𝟽 membantu .,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.501.271.530,rada_beda,Ngebayangin punya aja belum😂 apalagi punya real ny😂,0,ngebayangin aja real ny,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,ikinnanda,"alexis'17 wedey gede , cma maen bentar",1,"alexis'17 wedey gede , cma maen bentar",1
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,daliminthamrin,"alexis17 , emang ga duanya , pelayanan vip member",1,"alexis17 , emang ga duanya , pelayanan vip member",1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.337.597.356.450,WulanHartono-y7c,"bro ALEXIS-17☯ lagi ada event gede nih, buruan gabung sebelum keabisan slot",1,"bro alexis-17 lagi ada event gede nih , buruan gabung sebelum keabisan slot",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.387.119.233.800,syahrulfauzi6344,"Hitung berapa banyak Pororo ngomong ""Antek Asing""?",0,hitung berapa banyak pororo ngomong `` antek asing '' ?,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,JanieRobertsonperrin-i9c,akhirnyaa salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe,1,akhirnyaa salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.666.383.940,Dryyy7,Keren banget coyyyy,0,keren banget coyyyy,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.540.144.932.697,AgusDewi-p4t,Tiap malam gue selalu nungguin update dari ALEXIS⭐17⭐.,1,tiap malam gue selalu nungguin update dari alexis17 .,1
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.865.055.993.630,yukichanelsemuaad6702,ya kok gk ke adiputro 😀,0,ya gk adiputro,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.228.824.720,hepialmaz9612,Nungguin banget mas wapres mau datang ke acara SKAKMAT ini.,0,nungguin banget mas wapres mau datang ke acara skakmat ini .,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.405.181.666.380,NakamuraRayyi-u6z,"Najjisss, jadi wapres jalur nabrak konstitusi",0,"najjisss , jadi wapres jalur nabrak konstitusi",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.387.158.873.920,triyanihzamahendra3520,Jangan lupakan celetukan uni lubis 'supersemar' di 1:48:02 wokwokwok,0,jangan lupakan celetukan uni lubis 'supersemar ' di 1:48:02 wokwokwok,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.412.649.152.250,onehours1.089,Engsel ny seketen ituu,0,engsel ny seketen ituu,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.328.680.530,Fikriadiza00,Karena kalo ada salah salah ngomong bisa dicut,0,karena kalo ada salah salah ngomong bisa dicut,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.541.263.660.477,OlivaresRaymundo-s7n,Maaf terlambat bang semangat ya Salam 𝐒𝐆𝐈𝟖𝟖! gampang Jepe,1,maaf terlambat bang semangat ya salam 𝐒𝐆𝐈𝟖𝟖 ! gampang jepe,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.430.867.202,Daniel-iq4lb,"sudah biasa di abusive mungkin, jadi maklum nyahahaha",0,"sudah biasa di abusive mungkin , jadi maklum nyahahaha",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.846.035.040,damskii3149,Kok cuma 1 jam anying,0,kok cuma 1 jam anying,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.658.322.040,albertirwanto,sudah naik haji ken block...,0,haji ken block ...,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,gamanifirmansyah-q9w,6:27 bang jam segitu menang w alexis17,1,6:27 bang jam segitu menang w alexis17,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.161.028.080,OzgurArif-ys8rr,nyari2 uang rokok malah dikasih uang jajan seminggu hahaha emng terbaik nih 🅼🅰🅽🅳🅰🅻🅸🅺🅰77,1,nyari2 uang rokok dikasih uang jajan seminggu hahaha emng terbaik nih 🅼🅽🅳🅻🅸🅺77,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.062.326.860,fakhrezipratamayudistira8311,"Semangat mas dipo, rebuild lagi. Kemaren crash di test",0,"semangat mas dipo , rebuild . kemaren crash test",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.419.847.375.800,IskandarAniq1819,Bang review hq Nubia neo 3 5g  plsssssssssssssssss,0,bang review hq nubia neo 3 5g plsssssssssssssssss,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.893.674.360,teukuabialkabir5383,Asli keren enak buat di jengat jengatin..,0,asli keren enak jengat jengatin ..,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.774.293.676.980,Baturdaya12,cintai lah produk2 indonesia 😂,0,cintai produk2 indonesia,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.271.964.530,donnyrevan3070,modal bansos & hidup mulyono,0,modal bansos & hidup mulyono,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Laxman-t8z,"pulauwin kaleng-kaleng sih , beneran meledak .",1,"pulauwin kaleng-kaleng sih , beneran meledak .",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.604.230.590,juraganmbako4993,​ @asyariiiii masuk ini,0,​ masuk ini,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.013.202.060,Joo_Lee27,Ini yg di tunggu tunggu,0,yg tunggu tunggu,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.643.908.680,anibong8286,w*wo macan sirkus :face-orange-raised-eyebrow:,0,w * wo macan sirkus,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.405.144.290.130,dewacoc7780,​ @bgking7995  lah editan lu percaya 😂,0,​ lah editan lu percaya,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MegaDewi-r9c,", setia banget alexis17",1,", setia banget alexis17",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.539.006.930,yazidumarsabillah9422,Jangan lupa sedekah nya.. biar tambah gacor kak,0,lupa sedekah nya .. biar gacor kak,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.786.140,GNClass17,Sehat selalu abangkuhhhh💕👏🏻😎🤗❤,0,sehat abangkuhhhh,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,antonibahuraksa,"alexis'17 main dikit , saldo langsung byk",1,"alexis'17 main dikit , saldo langsung byk",1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,utamayahya,"alexis'17 gua maen bentar aja , lngsg wedey gede",1,"alexis'17 gua maen bentar aja , lngsg wedey gede",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.428.837.074,azriel_alrifqyazriel6815,uda jadi orang ga ngerti situasi? wibu.,0,uda jadi orang ga ngerti situasi ? wibu .,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.559.932.830.350,kukuhmerdian9457,Senang sekali melihat pak prabowo begini❤ the best presiden RI,0,senang sekali melihat pak prabowo begini the best presiden ri,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.898.866.300,KgirardCabral-j2n,Semoga rezeki yang berasal dari 𝘈𝑋𝘓𝟽𝟩𝟳membawa manfaat bagi sesama!,1,semoga rezeki berasal 𝘈𝑋𝘓𝟽𝟩𝟳membawa manfaat !,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.031.860.310,muhammadrafli2737,Respect pak ahok❤,0,respect pak ahok,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.556.388.880,nugrohoFidele-v6l,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓O modal tipis doang, gua lngsg WEDEY gede",1,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓o modal tipis doang , gua lngsg wedey gede",1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,suwarnocakrawala,gue rela begadang sampe pagi alexis17 .,1,gue rela begadang sampe pagi alexis17 .,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.975.134.700.860,ReyhanSelma,Setiap kali aku menang besar di mandalika77,1,kali menang mandalika77,1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,WeiDQsp3,𝘋 𝙊 r 𝘈 𝟳 𝟩 bikin hoki ga lawan,1,𝘋 𝙊 r 𝘈 𝟳 𝟩 bikin hoki ga lawan,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.017.428.100,gadogado-qw1vc,US kalah tekhnologi nya nnti 😅,0,us kalah tekhnologi nya nnti,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.016.357.170,kingsiluman_official,Lagi otw ngayal,0,lagi otw ngayal,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.735.075.100,TanerEray,mayan kecil kecil tapi terus terusan di mandalika77,1,mayan terusan mandalika77,1
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,Kadeklzeu8,"sungguh pengalaman menyenangkan , hasil d𝘌𝙒a𝐷𝘖𝑅𝐀-nggak lawan !",1,"sungguh pengalaman menyenangkan , hasil d𝘌𝙒a𝐷𝘖𝑅𝐀-nggak lawan !",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.657.202.980,NdanMuPdgisolo,Solo hadir,0,solo hadir,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,martellwhitaker-m2s,geloo 𝐒𝐆𝐈𝟖𝟖 cair x100,1,geloo 𝐒𝐆𝐈𝟖𝟖 cair x100,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.532.592.460,SatpamCR7,ASC.. achmad shahroni club 😅,0,asc .. achmad shahroni club,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.361.976.134.790,irwanarisandi6060,Taikk ayam,0,taikk ayam,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,DitaZLQ48,"wede , gacir banget sih",1,"wede , gacir banget sih",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.332.020,COLUMBUSJennings,"Tidak ada yang mengecewakan dari p͟͟u͟͟l͟͟a͟͟u͟͟777, semuanya sesuai harapan.",1,"mengecewakan p͟͟u͟͟l͟͟a͟͟u͟͟777 , sesuai harapan .",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.025.975.810,Alderson001,The best Skat mat deh ini.. menemani pagi hari yg produktif,0,the best skat mat deh ini .. menemani pagi hari yg produktif,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.161.459.420,Reiqu-r6d,"28:10 lancer wagon wakk,basic mobil apa tuh yg di swap?",0,"28:10 lancer wagon wakk , basic mobil tuh yg swap ?",0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.782.182.130,achmadsyaifulumamify,Setuju.... Aceh bertiga,0,setuju .... aceh bertiga,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.347.550.249.370,blueberrylin9153,"Diliriklah, secara anak Presiden 😊",0,"diliriklah , secara anak presiden",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,WulanPranata-h7o,"gue sih udah ga move on 𝘼𝙇𝙀𝙓𝙄𝙎17 , gacor , bikin nagih",1,"gue sih udah ga move on 𝘼𝙇𝙀𝙓𝙄𝙎17 , gacor , bikin nagih",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.664.012.340,firmanandriani2151,Wihhhh🎉🎉🎉🎉🎉,0,wihhhh,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,elonwaskita,emang gak se-profitable alexis17 deh .,1,emang gak se-profitable alexis17 deh .,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.334.092.900,Je_123,Ini jersey di tahun mendatang pasti bnyak di buru kolektor,0,jersey bnyak buru kolektor,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.036.688.760,Rayyan14-v7v,Si pandji nahan ketawa terus anjir 😂,0,si pandji nahan ketawa terus anjir,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.170.428.890,DENNYCollins-w8y,udah pada tau ᗩᗷGᗯIᑎ belum lu orang?,1,udah tau ᗩᗷgᗯiᑎ lu orang ?,1
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,adriansyahwardi,keberuntungan bikin semangat main alexis17,1,keberuntungan bikin semangat main alexis17,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,17.453.367.450.439,hermawangrab4893,Laa aku iyoo,0,laa aku iyoo,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.276.285.820,AriskyRiyan-i8w8g,Presiden prabowo ngelantur !!!,0,presiden prabowo ngelantur ! ! !,0
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,tomasaislinn-u5s,terima kasi rezekinya 𝗦𝗚𝗜𝟴𝟴,1,terima kasi rezekinya 𝗦𝗚𝗜𝟴𝟴,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.280.728.650,ibnuziyad2241,Buzzer nongol 😂 ​ @mascar007 ,0,buzzer nongol ​,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.427.149.528,fahmi7500,oke gas oke gas,0,oke gas oke gas,0
